respondent_id,persona,lead_label,q1_role,q2_org_type,q3_fleet_size,q4_experience_years,q5_location,q6_maintenance_strategy,q7_aog_per_month,q8_annual_mro_spend,annual_spend_usd,q9_engines_apu,q9_landing_gear,q9_avionics,q9_hydraulics,q9_airframe_fuselage,q9_cabin_environmental,q9_fuel_systems,q9_electrical,q10_iot_sensors,q10_acars_qar_analysis,q10_ai_ml_analytics,q10_digital_twin,q10_cloud_mro_software,q10_erp_sap,q10_none,q11_digital_maturity,q12_main_barrier,q13_real-time_alerts,q13_rul_prediction,q13_digital_twin,q13_auto_work_orders,q13_parts_inventory_forecasting,q13_fleet_health_ranking,q13_compliance_reporting,q13_api_erp_integration,q14_deployment_pref,q15_budget_per_aircraft,budget_per_aircraft_usd,q16_pricing_model,q17_decision_maker,q18_procurement_cycle,q19_engine_health_kit,q19_structural_health_kit,q19_avionics_module,q19_ai_analytics_dashboard,q19_digital_twin,q19_compliance_reporting,q19_parts_inventory_optimizer,q19_training_&_onboarding,q20_reduce_aog,q20_extend_component_life,q20_lower_mro_cost,q20_improve_dispatch,q20_regulatory_compliance,q20_parts_inventory_control,q20_reduce_oem_dependency,q21_current_tool_satisfaction,q22_switching_likelihood,q23_aircraft_type,q24_survey_source,q26_attitude_early_adopter,q26_attitude_wait_for_peers,q26_attitude_cost_over_safety,q26_attitude_leadership_champ,q26_attitude_switch_for_ai,q27_airbus_skywise,q27_boeing_analytx,q27_ge_aviation_digital,q27_rr_intelligentengine,q27_lufthansa_aviatar,q27_amos_ramco,q27_none,q27_not_aware,q28_vendor_satisfaction,q29_data_comfort,q30_uae_gcc_data_residency,q30_data_repatriation_on_exit,q30_no_ai_training_on_our_data,q30_iso27001_soc2,q30_gcaa_easa_compliance,q30_end-to-end_encryption,q30_on-prem_option,q30_none_-_trust_saas,q31_min_roi,q32_approval_metric
UAE-0490,Budget_Regional_Operator,Exploring,Director/VP Operations,Low-cost carrier,11-30,20+ years,Other GCC,Condition-based,6-10,<$500K,229107,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,Regulatory concerns,1,1,0,1,0,0,0,0,Hybrid,$8K-$20K,12438,Fixed monthly SaaS,C-Suite,6-12 months,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,5,6,Airbus narrow (A320),Aviation publication,3,4,5,2,2,1,0,0,0,0,1,0,0,Dissatisfied - poor accuracy,2,0,0,0,0,0,0,0,1,Strategic value,Component lifespan extension
UAE-0491,Budget_Regional_Operator,Warm,Fleet/Maintenance Manager,Charter/private aviation,81-200,2-5 years,Dubai,Scheduled/calendar,6-10,$10M-$50M,26852634,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,5,High upfront cost,1,0,0,1,0,0,0,0,Full cloud (SaaS),>$20K,28518,Hardware lease + software,Procurement/Finance,1-3 months,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,4,Airbus narrow (A320),Industry event,3,4,4,1,3,1,0,0,0,0,0,0,0,Dissatisfied - poor support,3,1,0,0,0,0,1,0,0,5x+,Cost saved per aircraft/yr
UAE-0492,Budget_Regional_Operator,Warm,Director/VP Operations,Charter/private aviation,1-10,6-10 years,Abu Dhabi,Scheduled/calendar,1-2,$500K-$2M,1175501,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,5,High upfront cost,0,0,0,1,0,1,0,0,No preference,$3K-$8K,5590,Pay-per-insight,Procurement/Finance,1-3 months,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,3,6,Airbus narrow (A320),Industry event,2,4,4,4,3,0,0,0,0,1,0,0,0,Dissatisfied - poor support,4,0,1,0,1,1,0,0,0,2x,AOG reduction %
UAE-0493,Budget_Regional_Operator,Warm,IT/Digital Lead,Independent MRO,11-30,20+ years,Sharjah/Northern Emirates,Predictive (some AI),3-5,$2M-$10M,5312231,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,6,High upfront cost,0,0,0,0,1,1,0,0,Full cloud (SaaS),$8K-$20K,12212,Hardware lease + software,IT/Digital lead,1-3 months,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,5,6,Regional/turboprop,Aviation publication,5,5,5,5,5,0,0,0,0,0,1,0,0,Dissatisfied - poor accuracy,6,0,0,0,0,0,1,0,0,3x in 12 months,Dispatch reliability %
UAE-0494,Budget_Regional_Operator,Warm,Procurement/Finance,Commercial airline (full-service),1-10,11-20 years,Abu Dhabi,Full predictive + digital twin,10+,<$500K,246584,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,5,High upfront cost,1,1,0,1,0,0,0,0,Full cloud (SaaS),$8K-$20K,15652,Hardware lease + software,C-Suite,1-3 months,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,6,6,Business jet/helicopter,LinkedIn/social media,2,2,3,2,3,1,0,0,0,0,0,1,0,Dissatisfied - poor accuracy,4,1,0,0,0,0,0,1,0,Strategic value,AOG reduction %
UAE-0495,Budget_Regional_Operator,Warm,Director/VP Operations,Independent MRO,81-200,2-5 years,Outside GCC,Condition-based,6-10,>$50M,82739245,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,4,Lack data expertise,0,0,1,0,0,0,0,0,Hybrid,$3K-$8K,5443,Hardware lease + software,Head of Maintenance/CAMO,<1 month,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,6,6,Airbus narrow (A320),Industry event,3,3,3,2,3,0,0,1,0,0,0,0,0,Dissatisfied - poor accuracy,6,1,0,0,1,0,1,1,0,ROI not primary,Dispatch reliability %
UAE-0496,Budget_Regional_Operator,Warm,Fleet/Maintenance Manager,Commercial airline (full-service),200+,6-10 years,Dubai,Condition-based,6-10,>$50M,72503756,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,Lack data expertise,0,0,0,1,0,1,0,1,On-premise,$1K-$3K,2636,Fixed monthly SaaS,Joint committee,>12 months,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,5,4,Airbus narrow (A320),LinkedIn/social media,2,4,5,2,4,1,0,0,0,0,0,0,0,Satisfied but expensive,7,0,0,0,0,1,1,0,0,2x,Component lifespan extension
UAE-0497,Budget_Regional_Operator,Warm,C-Suite,Low-cost carrier,31-80,6-10 years,Dubai,Predictive (some AI),3-5,$10M-$50M,27171055,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,4,High upfront cost,1,0,1,0,1,0,0,0,On-premise,>$20K,22777,Pay-per-insight,C-Suite,<1 month,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4,6,Boeing narrow (B737),LinkedIn/social media,3,4,3,1,3,0,0,0,0,0,1,0,0,Dissatisfied - poor accuracy,5,1,1,0,0,0,1,0,0,2x,Component lifespan extension
UAE-0498,Budget_Regional_Operator,Warm,Fleet/Maintenance Manager,Low-cost carrier,11-30,11-20 years,Abu Dhabi,Scheduled/calendar,3-5,<$500K,259353,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,4,Legacy integration,1,0,0,1,0,0,1,0,Full cloud (SaaS),$8K-$20K,14314,Per-aircraft/year,Head of Maintenance/CAMO,1-3 months,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,7,6,Airbus narrow (A320),Aviation publication,3,3,4,4,3,0,0,0,0,0,1,0,0,No platform,5,0,0,0,0,1,1,0,0,Strategic value,Cost saved per aircraft/yr
UAE-0499,Budget_Regional_Operator,Exploring,C-Suite,Low-cost carrier,11-30,11-20 years,Abu Dhabi,Condition-based,6-10,>$50M,69573972,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,Legacy integration,0,0,0,0,0,1,0,0,On-premise,$3K-$8K,7440,Per-aircraft/year,Joint committee,6-12 months,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,7,4,Boeing narrow (B737),Word of mouth,3,2,4,3,3,0,0,0,0,0,0,0,1,Dissatisfied - poor accuracy,4,1,0,0,0,0,0,0,0,Strategic value,Dispatch reliability %
UAE-0500,Budget_Regional_Operator,Warm,Fleet/Maintenance Manager,Charter/private aviation,31-80,11-20 years,Other GCC,Scheduled/calendar,6-10,$2M-$10M,5653988,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,4,High upfront cost,1,1,0,1,0,0,0,0,No preference,$3K-$8K,6511,Pay-per-insight,Procurement/Finance,3-6 months,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,4,9,Boeing narrow (B737),Word of mouth,3,3,4,2,1,0,0,0,0,0,1,0,1,Dissatisfied - poor accuracy,7,1,0,0,0,1,0,0,0,2x,Component lifespan extension
UAE-0501,Budget_Regional_Operator,Exploring,MRO Engineer/Technician,Independent MRO,11-30,11-20 years,Sharjah/Northern Emirates,Predictive (some AI),3-5,$2M-$10M,6632828,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,3,Lack data expertise,1,1,0,1,0,0,0,0,Full cloud (SaaS),$3K-$8K,5663,Hardware lease + software,Procurement/Finance,6-12 months,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,4,3,Boeing narrow (B737),Word of mouth,3,3,2,3,3,1,1,0,0,0,0,0,1,Dissatisfied - hard to integrate,5,1,0,0,0,0,1,0,0,2x,Cost saved per aircraft/yr
UAE-0502,Budget_Regional_Operator,Warm,Director/VP Operations,Independent MRO,31-80,20+ years,Other GCC,Scheduled/calendar,3-5,$500K-$2M,1386597,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,6,High upfront cost,1,0,0,0,0,0,1,0,Hybrid,$8K-$20K,14652,Per-aircraft/year,C-Suite,6-12 months,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,6,4,Airbus narrow (A320),Word of mouth,3,4,3,2,2,0,0,0,1,0,0,0,0,No platform,4,0,1,0,1,0,1,0,0,3x in 12 months,Cost saved per aircraft/yr
UAE-0503,Budget_Regional_Operator,Warm,MRO Engineer/Technician,Low-cost carrier,11-30,20+ years,Dubai,Scheduled/calendar,1-2,$500K-$2M,1391266,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,4,High upfront cost,1,0,0,0,1,0,0,1,Full cloud (SaaS),$1K-$3K,1691,Outcome-based,C-Suite,1-3 months,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,4,7,Boeing narrow (B737),Word of mouth,3,3,4,4,2,0,0,0,0,0,1,0,0,Dissatisfied - poor support,7,1,1,0,0,1,0,0,0,1.5x,AOG reduction %
UAE-0504,Budget_Regional_Operator,Exploring,MRO Engineer/Technician,Low-cost carrier,1-10,6-10 years,Dubai,Predictive (some AI),6-10,$2M-$10M,6189446,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,2,High upfront cost,1,0,0,1,1,0,0,0,Full cloud (SaaS),>$20K,33684,Fixed monthly SaaS,IT/Digital lead,1-3 months,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,4,4,Boeing narrow (B737),LinkedIn/social media,2,4,5,4,4,1,0,0,0,0,0,0,0,Satisfied but expensive,5,1,1,1,1,1,1,0,0,2x,Component lifespan extension
UAE-0505,Budget_Regional_Operator,Warm,Fleet/Maintenance Manager,Low-cost carrier,1-10,11-20 years,Dubai,Scheduled/calendar,10+,$500K-$2M,1181517,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,3,Lack data expertise,1,0,0,1,0,1,0,0,Hybrid,$3K-$8K,7515,Fixed monthly SaaS,C-Suite,1-3 months,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,5,5,Regional/turboprop,LinkedIn/social media,4,3,4,3,3,1,0,0,0,0,0,0,0,No platform,5,1,0,0,0,0,1,1,1,2x,Component lifespan extension
UAE-0506,Budget_Regional_Operator,Not Interested,Fleet/Maintenance Manager,Low-cost carrier,1-10,11-20 years,Dubai,Reactive,1-2,$2M-$10M,4694164,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,2,Lack data expertise,1,1,0,0,1,0,0,0,No preference,$1K-$3K,2377,Pay-per-insight,Joint committee,3-6 months,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,7,3,Boeing narrow (B737),Word of mouth,2,3,3,3,3,0,0,0,0,0,1,0,0,Dissatisfied - hard to integrate,6,0,0,0,0,1,1,0,0,2x,Cost saved per aircraft/yr
UAE-0507,Budget_Regional_Operator,Not Interested,MRO Engineer/Technician,Low-cost carrier,1-10,<2 years,Abu Dhabi,Scheduled/calendar,10+,<$500K,290789,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,Lack data expertise,1,1,0,1,0,0,0,0,Hybrid,$3K-$8K,5770,Fixed monthly SaaS,Head of Maintenance/CAMO,3-6 months,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,6,1,Airbus narrow (A320),Word of mouth,2,3,4,2,2,0,1,0,0,0,1,0,0,Satisfied but expensive,4,1,0,0,0,1,0,0,0,2x,Component lifespan extension
UAE-0508,Budget_Regional_Operator,Exploring,Fleet/Maintenance Manager,Low-cost carrier,1-10,11-20 years,Sharjah/Northern Emirates,Predictive (some AI),3-5,<$500K,257251,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,High upfront cost,1,1,0,1,0,0,0,0,Full cloud (SaaS),$8K-$20K,14039,Per-aircraft/year,Joint committee,3-6 months,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,9,5,Airbus narrow (A320),LinkedIn/social media,4,4,5,2,3,0,0,0,0,0,1,0,1,Dissatisfied - hard to integrate,1,0,1,1,0,1,0,0,0,5x+,Unscheduled maintenance reduction
UAE-0509,Budget_Regional_Operator,Warm,Fleet/Maintenance Manager,Independent MRO,200+,6-10 years,Dubai,Scheduled/calendar,3-5,$10M-$50M,35337654,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,7,No barriers,1,1,0,1,0,0,0,0,Full cloud (SaaS),$1K-$3K,1800,Per-aircraft/year,IT/Digital lead,6-12 months,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,4,5,Regional/turboprop,LinkedIn/social media,5,5,5,5,5,0,0,0,0,0,0,1,0,Dissatisfied - poor support,5,1,0,0,1,1,0,0,0,Strategic value,Cost saved per aircraft/yr
UAE-0510,Budget_Regional_Operator,Exploring,Director/VP Operations,Commercial airline (full-service),81-200,<2 years,Abu Dhabi,Scheduled/calendar,1-2,>$50M,80163682,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,2,High upfront cost,1,1,1,0,0,0,0,0,On-premise,<$1K,490,Per-aircraft/year,Head of Maintenance/CAMO,3-6 months,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,6,5,Regional/turboprop,LinkedIn/social media,3,4,3,3,4,0,1,0,0,0,1,0,0,No platform,5,0,1,0,1,1,1,0,0,5x+,AOG reduction %
UAE-0511,Budget_Regional_Operator,Warm,IT/Digital Lead,Charter/private aviation,81-200,20+ years,Dubai,Reactive,0,>$50M,82419729,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,7,Lack data expertise,1,0,0,0,0,1,0,1,Full cloud (SaaS),$3K-$8K,6528,Hardware lease + software,C-Suite,3-6 months,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,5,5,Boeing narrow (B737),Industry event,1,3,4,3,3,0,0,0,0,1,0,0,0,Very satisfied,5,1,0,0,0,0,1,0,0,2x,AOG reduction %
UAE-0512,Budget_Regional_Operator,Not Interested,C-Suite,Independent MRO,11-30,6-10 years,Abu Dhabi,Reactive,3-5,$500K-$2M,916362,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,High upfront cost,1,0,0,0,0,0,0,1,Hybrid,>$20K,30402,Fixed monthly SaaS,Head of Maintenance/CAMO,6-12 months,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,10,1,Airbus narrow (A320),LinkedIn/social media,3,4,3,3,2,0,0,0,0,0,0,0,1,Dissatisfied - hard to integrate,6,0,0,0,0,1,0,1,1,Strategic value,Unscheduled maintenance reduction
UAE-0513,Budget_Regional_Operator,Warm,Fleet/Maintenance Manager,Charter/private aviation,1-10,2-5 years,Other GCC,Reactive,1-2,$500K-$2M,1278388,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5,Legacy integration,1,0,1,1,0,0,0,0,No preference,>$20K,40165,Hardware lease + software,Procurement/Finance,<1 month,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,6,9,Business jet/helicopter,Email invite,2,3,4,3,3,0,0,0,0,0,1,0,0,Dissatisfied - hard to integrate,1,0,0,0,1,0,1,1,0,3x in 12 months,AOG reduction %
UAE-0514,Budget_Regional_Operator,Exploring,MRO Engineer/Technician,Aircraft leasing,31-80,2-5 years,Abu Dhabi,Reactive,1-2,$500K-$2M,1504848,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,3,Regulatory concerns,0,1,1,0,1,0,0,0,Hybrid,$3K-$8K,3774,Per-aircraft/year,Procurement/Finance,3-6 months,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,5,6,Airbus narrow (A320),Aviation publication,4,4,4,3,3,0,1,0,0,0,0,0,0,Very satisfied,7,1,1,0,0,1,0,0,0,5x+,Cost saved per aircraft/yr
UAE-0515,Budget_Regional_Operator,Warm,Director/VP Operations,Defence/government,11-30,11-20 years,Dubai,Reactive,1-2,$500K-$2M,1085779,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,4,High upfront cost,1,1,0,0,0,1,0,0,Hybrid,<$1K,590,Outcome-based,C-Suite,6-12 months,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,4,8,Regional/turboprop,LinkedIn/social media,2,3,3,3,2,1,0,0,0,0,1,0,0,Satisfied but expensive,4,0,1,0,0,0,0,0,0,3x in 12 months,Cost saved per aircraft/yr
UAE-0516,Budget_Regional_Operator,Warm,Fleet/Maintenance Manager,Low-cost carrier,31-80,20+ years,Dubai,Reactive,3-5,$2M-$10M,4707371,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6,High upfront cost,1,1,0,0,1,0,0,0,Full cloud (SaaS),$3K-$8K,6209,Hardware lease + software,Head of Maintenance/CAMO,3-6 months,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,8,Airbus narrow (A320),Industry event,5,4,3,5,2,0,0,0,0,1,0,0,0,Dissatisfied - hard to integrate,5,0,0,1,0,0,0,0,0,5x+,Audit pass rate
UAE-0517,Budget_Regional_Operator,Exploring,Director/VP Operations,Independent MRO,31-80,6-10 years,Dubai,Scheduled/calendar,10+,$2M-$10M,6161660,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,4,High upfront cost,0,0,1,0,1,0,0,1,No preference,$3K-$8K,5856,Pay-per-insight,C-Suite,3-6 months,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,5,3,Boeing narrow (B737),Industry event,3,3,4,2,2,0,0,0,0,0,1,1,0,Dissatisfied - hard to integrate,7,0,0,0,1,1,1,0,0,3x in 12 months,Dispatch reliability %
UAE-0518,Budget_Regional_Operator,Exploring,MRO Engineer/Technician,Low-cost carrier,1-10,20+ years,Other GCC,Scheduled/calendar,1-2,$500K-$2M,1156686,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,Cybersecurity,1,0,0,1,1,0,0,0,Hybrid,$8K-$20K,13575,Hardware lease + software,C-Suite,1-3 months,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,6,2,Airbus narrow (A320),LinkedIn/social media,3,3,5,3,3,0,0,0,0,1,1,0,0,Dissatisfied - poor accuracy,4,1,0,0,1,0,0,0,1,3x in 12 months,Dispatch reliability %
UAE-0519,Budget_Regional_Operator,Warm,Fleet/Maintenance Manager,Charter/private aviation,1-10,20+ years,Outside GCC,Predictive (some AI),3-5,<$500K,246063,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,6,Cybersecurity,0,0,0,0,1,0,0,0,Full cloud (SaaS),$3K-$8K,5474,Per-aircraft/year,Head of Maintenance/CAMO,<1 month,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,4,6,Boeing narrow (B737),Email invite,2,3,2,3,3,1,0,0,0,0,1,0,0,Dissatisfied - hard to integrate,4,0,1,0,0,0,1,1,0,ROI not primary,Cost saved per aircraft/yr
UAE-0520,Budget_Regional_Operator,Exploring,C-Suite,Charter/private aviation,11-30,20+ years,Abu Dhabi,Reactive,1-2,$500K-$2M,1606012,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,No barriers,1,1,0,0,0,0,1,0,Full cloud (SaaS),$1K-$3K,1626,Pay-per-insight,Head of Maintenance/CAMO,6-12 months,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,7,5,Regional/turboprop,Industry event,1,1,1,1,1,0,0,0,0,0,1,0,0,Dissatisfied - hard to integrate,2,0,0,0,0,1,0,0,0,Strategic value,Unscheduled maintenance reduction
UAE-0521,Budget_Regional_Operator,Not Interested,Director/VP Operations,Charter/private aviation,11-30,6-10 years,Dubai,Predictive (some AI),6-10,$500K-$2M,1168648,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,4,Lack data expertise,1,1,0,0,1,0,0,0,On-premise,$3K-$8K,4740,Outcome-based,IT/Digital lead,1-3 months,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,7,1,Airbus narrow (A320),LinkedIn/social media,2,2,4,3,3,0,1,1,0,0,1,0,1,Satisfied but expensive,5,0,1,1,0,0,0,0,0,2x,Cost saved per aircraft/yr
UAE-0522,Budget_Regional_Operator,Hot,Fleet/Maintenance Manager,Charter/private aviation,11-30,11-20 years,Dubai,Condition-based,1-2,$2M-$10M,6038736,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,Legacy integration,1,0,0,0,0,0,1,0,Hybrid,<$1K,482,Pay-per-insight,Joint committee,3-6 months,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,2,8,Airbus narrow (A320),LinkedIn/social media,3,4,3,3,3,0,0,0,0,0,0,1,0,Dissatisfied - poor accuracy,4,1,0,0,1,1,0,1,0,3x in 12 months,Cost saved per aircraft/yr
UAE-0523,Budget_Regional_Operator,Exploring,Fleet/Maintenance Manager,Charter/private aviation,1-10,20+ years,Sharjah/Northern Emirates,Condition-based,3-5,$2M-$10M,6018375,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,High upfront cost,1,1,0,0,0,0,0,0,Full cloud (SaaS),$8K-$20K,9541,Fixed monthly SaaS,Head of Maintenance/CAMO,1-3 months,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,7,4,Airbus narrow (A320),Industry event,3,3,3,3,2,0,1,0,0,0,1,0,0,No platform,7,0,1,1,1,1,1,0,0,1.5x,AOG reduction %
UAE-0524,Budget_Regional_Operator,Hot,MRO Engineer/Technician,Charter/private aviation,1-10,11-20 years,Abu Dhabi,Scheduled/calendar,0,$10M-$50M,23898133,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,Legacy integration,0,1,0,1,1,0,0,0,Hybrid,<$1K,406,Hardware lease + software,Joint committee,3-6 months,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,4,8,Boeing narrow (B737),Email invite,2,4,4,3,2,0,1,0,0,1,0,0,0,Very satisfied,3,1,1,1,1,0,0,0,0,5x+,Cost saved per aircraft/yr
UAE-0525,Budget_Regional_Operator,Exploring,MRO Engineer/Technician,Low-cost carrier,31-80,20+ years,Sharjah/Northern Emirates,Scheduled/calendar,10+,$10M-$50M,30482435,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2,Lack data expertise,0,0,0,1,1,0,0,0,No preference,$8K-$20K,15578,Fixed monthly SaaS,Procurement/Finance,<1 month,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,6,4,Boeing narrow (B737),Email invite,2,5,4,3,2,0,1,0,0,0,0,0,1,No platform,5,1,1,0,0,1,1,0,0,1.5x,Unscheduled maintenance reduction
UAE-0526,Budget_Regional_Operator,Warm,Director/VP Operations,Charter/private aviation,200+,20+ years,Abu Dhabi,Scheduled/calendar,3-5,>$50M,60342996,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,5,Cybersecurity,1,1,0,0,1,0,0,0,Hybrid,$8K-$20K,13102,Per-aircraft/year,C-Suite,1-3 months,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,5,7,Boeing narrow (B737),Aviation publication,2,3,4,4,3,0,0,0,0,0,1,0,0,Dissatisfied - hard to integrate,6,1,0,0,1,0,1,1,0,3x in 12 months,AOG reduction %
UAE-0527,Budget_Regional_Operator,Warm,Fleet/Maintenance Manager,Low-cost carrier,11-30,11-20 years,Dubai,Scheduled/calendar,6-10,$10M-$50M,29518628,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,7,Lack data expertise,1,0,1,0,0,1,0,0,Full cloud (SaaS),$8K-$20K,9597,Fixed monthly SaaS,Head of Maintenance/CAMO,3-6 months,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,5,4,Airbus wide (A330/A350/A380),Email invite,1,4,4,3,3,0,0,0,0,0,0,0,1,Dissatisfied - poor support,10,1,0,1,1,0,1,0,0,5x+,Dispatch reliability %
UAE-0528,Budget_Regional_Operator,Warm,IT/Digital Lead,Low-cost carrier,31-80,20+ years,Other GCC,Scheduled/calendar,1-2,$2M-$10M,5767642,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5,High upfront cost,1,0,0,0,0,1,0,0,No preference,>$20K,24727,Fixed monthly SaaS,Head of Maintenance/CAMO,<1 month,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,5,6,Airbus narrow (A320),Industry event,3,5,5,3,1,0,1,0,0,0,1,0,1,Dissatisfied - hard to integrate,4,0,1,0,0,1,0,1,0,1.5x,Component lifespan extension
UAE-0529,Budget_Regional_Operator,Exploring,IT/Digital Lead,Commercial airline (full-service),11-30,20+ years,Dubai,Scheduled/calendar,1-2,$500K-$2M,1756817,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,High upfront cost,1,1,1,0,0,0,0,0,On-premise,$3K-$8K,6592,Outcome-based,Head of Maintenance/CAMO,3-6 months,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,8,4,Boeing narrow (B737),LinkedIn/social media,2,2,4,2,3,0,0,1,0,0,0,1,0,Dissatisfied - poor accuracy,3,0,1,0,0,0,0,0,0,ROI not primary,AOG reduction %
UAE-0530,Budget_Regional_Operator,Exploring,MRO Engineer/Technician,Low-cost carrier,31-80,11-20 years,Dubai,Reactive,3-5,$2M-$10M,5761286,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,2,High upfront cost,1,1,0,1,0,0,0,0,Full cloud (SaaS),>$20K,29353,Outcome-based,Head of Maintenance/CAMO,6-12 months,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,4,6,Airbus narrow (A320),Aviation publication,2,2,4,3,3,0,1,1,0,0,1,1,0,Dissatisfied - hard to integrate,7,1,0,0,0,1,0,0,1,1.5x,AOG reduction %
UAE-0531,Budget_Regional_Operator,Exploring,MRO Engineer/Technician,Independent MRO,81-200,20+ years,Abu Dhabi,Scheduled/calendar,0,$10M-$50M,28935980,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,High upfront cost,1,0,0,1,0,0,0,1,On-premise,$8K-$20K,11219,Per-aircraft/year,C-Suite,3-6 months,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,7,4,Regional/turboprop,Industry event,3,2,5,2,3,1,0,0,0,0,0,1,0,Dissatisfied - hard to integrate,6,1,0,1,1,0,1,0,1,3x in 12 months,AOG reduction %
